customer_id,month,n_months,days_to_next_max,days_since_last_at_end_of_the_month,days_since_first,sum_in,sum_out,cum_sum_in,cum_sum_out,count_in,count_out,cum_count_in,cum_count_out,cum_count,n_transaction_monthly,balance,count_incoming_bigger_than_100,count_incoming_bigger_than_500,count_incoming_bigger_than_1000,cum_n_incoming_bigger_than_100,cum_n_incoming_bigger_than_500,cum_n_incoming_bigger_than_1000,cum_monday,monday,cum_tuesday,tuesday,cum_wednesday,wednesday,cum_thursday,thursday,cum_friday,friday,cum_saturday,saturday,cum_sunday,sunday,sum_in_relative,sum_out_relative,count_in_relative,count_out_relative,count_tnx_type,month_of_first_transaction,month_of_last_transaction,churn,active_months,days_in_month
780,2018-02-01,2,,34,33,0.0,0.0,0.0,11.53,0.0,0.0,0.0,1.0,1.0,0.0,-11.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28
558,2018-02-01,2,7.0,3,33,182.87,2140.3,182.87,2203.89,4.0,37.0,4.0,41.0,45.0,41.0,-2021.02,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,3.0,3.0,8.0,6.0,0.08,0.92,0.1,0.9,3.0,0.0,0.0,0,1,28
78,2018-02-01,2,5.0,3,33,133.52,2835.89,133.52,2980.56,3.0,49.0,3.0,59.0,62.0,52.0,-2847.04,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,6.0,6.0,10.0,9.0,14.0,14.0,4.0,4.0,1.0,1.0,13.0,5.0,0.04,0.96,0.06,0.94,4.0,0.0,0.0,0,1,28
782,2018-02-01,2,4.0,4,33,229.05,2705.41,229.05,2741.79,4.0,46.0,4.0,48.0,52.0,50.0,-2512.74,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,9.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,2.0,2.0,11.0,11.0,0.08,0.92,0.08,0.92,3.0,0.0,0.0,0,1,28
556,2018-02-01,2,3.0,4,33,302.44,962.77,302.44,1083.39,5.0,22.0,5.0,30.0,35.0,27.0,-780.95,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,2.0,3.0,2.0,10.0,10.0,3.0,3.0,1.0,1.0,9.0,3.0,0.24,0.76,0.19,0.81,4.0,0.0,0.0,0,1,28
553,2018-02-01,2,3.0,4,33,279.33,1386.36,279.33,1423.62,5.0,29.0,5.0,31.0,36.0,34.0,-1144.29,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,4.0,1.0,0.0,8.0,8.0,2.0,2.0,3.0,3.0,10.0,10.0,0.17,0.83,0.15,0.85,4.0,0.0,0.0,0,1,28
537,2018-02-01,2,5.0,3,33,108.74,1348.6,108.74,1369.56,2.0,29.0,2.0,30.0,32.0,31.0,-1260.82,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,8.0,7.0,4.0,4.0,3.0,3.0,2.0,2.0,7.0,7.0,0.07,0.93,0.06,0.94,3.0,0.0,0.0,0,1,28
783,2018-02-01,2,21.0,11,33,80.22,0.0,80.22,18.55,1.0,0.0,1.0,1.0,2.0,1.0,61.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,28
551,2018-02-01,2,73.0,21,33,0.0,448.91,0.0,549.77,0.0,12.0,0.0,18.0,18.0,12.0,-549.77,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,28
784,2018-02-01,2,2.0,4,33,23.73,2785.23,23.73,2901.82,1.0,58.0,1.0,65.0,66.0,59.0,-2878.09,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,7.0,5.0,4.0,8.0,8.0,9.0,9.0,8.0,8.0,15.0,12.0,0.01,0.99,0.02,0.98,4.0,0.0,0.0,0,1,28
550,2018-02-01,2,2.0,3,33,424.13,1637.15,424.13,1742.8,8.0,40.0,8.0,46.0,54.0,48.0,-1318.67,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,3.0,3.0,5.0,4.0,9.0,9.0,5.0,5.0,9.0,9.0,12.0,11.0,0.21,0.79,0.17,0.83,4.0,0.0,0.0,0,1,28
785,2018-02-01,2,12.0,3,33,112.44,345.45,149.59,385.11,4.0,10.0,6.0,12.0,18.0,14.0,-235.52,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.75,0.29,0.71,3.0,0.0,0.0,0,1,28
549,2018-02-01,2,3.0,3,33,183.49,1811.16,203.79,1852.25,4.0,43.0,5.0,45.0,50.0,47.0,-1648.46,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,4.0,6.0,5.0,7.0,7.0,7.0,7.0,2.0,2.0,14.0,14.0,0.09,0.91,0.09,0.91,4.0,0.0,0.0,0,1,28
546,2018-02-01,2,3.0,3,33,255.48,1563.37,266.57,1681.79,5.0,29.0,6.0,37.0,43.0,34.0,-1415.22,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,7.0,7.0,7.0,12.0,7.0,0.14,0.86,0.15,0.85,4.0,0.0,0.0,0,1,28
787,2018-02-01,2,5.0,3,33,128.7,2756.83,151.46,2779.54,2.0,52.0,3.0,53.0,56.0,54.0,-2628.08,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,11.0,11.0,4.0,2.0,1.0,1.0,8.0,8.0,4.0,4.0,16.0,16.0,0.04,0.96,0.04,0.96,3.0,0.0,0.0,0,1,28
552,2018-02-01,2,9.0,9,33,290.48,478.1,310.02,478.1,4.0,7.0,5.0,7.0,12.0,11.0,-168.08,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.38,0.62,0.36,0.64,3.0,0.0,0.0,0,1,28
757,2018-02-01,2,10.0,10,33,294.18,2022.37,314.71,2145.04,5.0,38.0,6.0,45.0,51.0,43.0,-1830.33,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,4.0,10.0,8.0,9.0,9.0,4.0,4.0,5.0,5.0,8.0,6.0,0.13,0.87,0.12,0.88,3.0,0.0,0.0,0,1,28
616,2018-02-01,2,4.0,5,33,112.27,2722.05,112.27,2783.96,3.0,51.0,3.0,55.0,58.0,54.0,-2671.69,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,7.0,6.0,1.0,1.0,8.0,8.0,5.0,5.0,5.0,5.0,19.0,17.0,0.04,0.96,0.06,0.94,4.0,0.0,0.0,0,1,28
751,2018-02-01,2,30.0,22,33,63.19,316.2,98.88,355.3,2.0,9.0,4.0,11.0,15.0,11.0,-256.42,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.17,0.83,0.18,0.82,3.0,0.0,0.0,0,1,28
677,2018-02-01,2,3.0,3,33,510.89,3429.77,510.89,3595.19,9.0,72.0,9.0,82.0,91.0,81.0,-3084.3,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,9.0,7.0,12.0,10.0,8.0,8.0,13.0,13.0,8.0,8.0,24.0,19.0,0.13,0.87,0.11,0.89,4.0,0.0,0.0,0,1,28
674,2018-02-01,2,0.0,34,33,0.0,0.0,0.0,47.28,0.0,0.0,0.0,4.0,4.0,0.0,-47.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28
717,2018-02-01,2,2.0,3,33,438.44,2222.34,455.79,2250.43,7.0,36.0,8.0,38.0,46.0,43.0,-1794.64,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,7.0,7.0,5.0,5.0,17.0,16.0,0.16,0.84,0.16,0.84,4.0,0.0,0.0,0,1,28
671,2018-02-01,2,22.0,4,33,0.0,98.8,23.03,117.91,0.0,3.0,1.0,4.0,5.0,3.0,-94.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,28
668,2018-02-01,2,21.0,23,33,0.0,118.89,0.0,192.89,0.0,3.0,0.0,7.0,7.0,3.0,-192.89,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,28
720,2018-02-01,2,2.0,3,33,1701.32,4128.34,1718.89,4362.12,30.0,88.0,31.0,100.0,131.0,118.0,-2643.23,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,24.0,20.0,33.0,27.0,9.0,9.0,6.0,6.0,11.0,11.0,28.0,27.0,0.29,0.71,0.25,0.75,4.0,0.0,0.0,0,1,28
666,2018-02-01,2,36.0,5,33,403.71,742.91,403.71,785.31,6.0,14.0,6.0,16.0,22.0,20.0,-381.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,0.35,0.65,0.3,0.7,4.0,0.0,0.0,0,1,28
716,2018-02-01,2,2.0,3,33,602.54,2743.17,623.1,2830.94,10.0,47.0,11.0,52.0,63.0,57.0,-2207.84,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,10.0,9.0,14.0,12.0,8.0,8.0,7.0,7.0,4.0,4.0,7.0,6.0,0.18,0.82,0.18,0.82,4.0,0.0,0.0,0,1,28
723,2018-02-01,2,5.0,3,33,215.24,2974.25,215.24,3019.92,5.0,53.0,5.0,56.0,61.0,58.0,-2804.68,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,8.0,8.0,10.0,10.0,10.0,10.0,7.0,7.0,21.0,20.0,0.07,0.93,0.09,0.91,4.0,0.0,0.0,0,1,28
663,2018-02-01,2,20.0,14,33,0.0,68.08,0.0,79.9,0.0,1.0,0.0,2.0,2.0,1.0,-79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,28
724,2018-02-01,2,3.0,4,33,88.06,1904.73,88.06,2009.48,2.0,35.0,2.0,41.0,43.0,37.0,-1921.42,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,8.0,3.0,2.0,7.0,7.0,4.0,4.0,6.0,6.0,9.0,6.0,0.04,0.96,0.05,0.95,4.0,0.0,0.0,0,1,28
662,2018-02-01,2,5.0,3,33,507.0,1542.0,521.37,1701.96,8.0,37.0,9.0,47.0,56.0,45.0,-1180.59,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,9.0,9.0,23.0,17.0,0.25,0.75,0.18,0.82,4.0,0.0,0.0,0,1,28
661,2018-02-01,2,26.0,11,33,109.59,515.2,109.59,571.47,2.0,9.0,2.0,12.0,14.0,11.0,-461.88,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,4.0,3.0,0.18,0.82,0.18,0.82,4.0,0.0,0.0,0,1,28
725,2018-02-01,2,3.0,3,33,193.27,1649.23,214.98,1783.67,3.0,41.0,4.0,49.0,53.0,44.0,-1568.69,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,3.0,2.0,7.0,3.0,11.0,11.0,5.0,5.0,4.0,4.0,11.0,7.0,0.1,0.9,0.07,0.93,4.0,0.0,0.0,0,1,28
660,2018-02-01,2,29.0,24,33,0.0,41.19,0.0,97.01,0.0,1.0,0.0,4.0,4.0,1.0,-97.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,28
728,2018-02-01,2,6.0,5,33,343.72,1849.49,361.57,1908.86,7.0,41.0,8.0,44.0,52.0,48.0,-1547.29,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,9.0,8.0,5.0,3.0,8.0,8.0,6.0,6.0,4.0,4.0,7.0,6.0,0.16,0.84,0.15,0.85,4.0,0.0,0.0,0,1,28
664,2018-02-01,2,11.0,3,33,574.02,2633.6,574.02,2792.63,10.0,53.0,10.0,63.0,73.0,63.0,-2218.61,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,4.0,8.0,6.0,10.0,10.0,5.0,5.0,9.0,9.0,19.0,13.0,0.18,0.82,0.16,0.84,4.0,0.0,0.0,0,1,28
654,2018-02-01,2,2.0,3,33,436.57,2798.82,519.93,2903.09,9.0,63.0,13.0,69.0,82.0,72.0,-2383.16,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,9.0,7.0,20.0,16.0,10.0,10.0,7.0,7.0,6.0,6.0,12.0,10.0,0.13,0.87,0.12,0.88,4.0,0.0,0.0,0,1,28
678,2018-02-01,2,14.0,3,33,4.2,192.38,27.4,205.8,2.0,7.0,3.0,8.0,11.0,9.0,-178.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,0.02,0.98,0.22,0.78,4.0,0.0,0.0,0,1,28
713,2018-02-01,2,5.0,3,33,117.54,569.01,117.54,583.48,2.0,13.0,2.0,14.0,16.0,15.0,-465.94,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,4.0,3.0,0.17,0.83,0.13,0.87,4.0,0.0,0.0,0,1,28
698,2018-02-01,2,11.0,9,33,341.12,448.88,341.12,488.36,6.0,8.0,6.0,10.0,16.0,14.0,-147.24,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.43,0.57,0.43,0.57,3.0,0.0,0.0,0,1,28
701,2018-02-01,2,6.0,3,33,345.71,2033.9,345.71,2135.15,7.0,30.0,7.0,36.0,43.0,37.0,-1789.44,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,12.0,12.0,9.0,9.0,4.0,4.0,5.0,5.0,4.0,2.0,0.15,0.85,0.19,0.81,4.0,0.0,0.0,0,1,28
696,2018-02-01,2,4.0,3,33,183.4,1546.13,183.4,1618.19,3.0,34.0,3.0,38.0,41.0,37.0,-1434.79,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,3.0,2.0,11.0,10.0,3.0,3.0,6.0,6.0,2.0,2.0,3.0,3.0,0.11,0.89,0.08,0.92,4.0,0.0,0.0,0,1,28
694,2018-02-01,2,4.0,3,33,223.57,1204.67,223.57,1277.98,4.0,26.0,4.0,30.0,34.0,30.0,-1054.41,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,4.0,8.0,7.0,8.0,8.0,3.0,3.0,2.0,2.0,5.0,4.0,0.16,0.84,0.13,0.87,3.0,0.0,0.0,0,1,28
702,2018-02-01,2,3.0,5,33,464.44,4268.88,487.15,4443.85,8.0,83.0,9.0,95.0,104.0,91.0,-3956.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,8.0,8.0,6.0,5.0,11.0,11.0,17.0,17.0,5.0,5.0,37.0,26.0,0.1,0.9,0.09,0.91,4.0,0.0,0.0,0,1,28
693,2018-02-01,2,4.0,4,33,137.27,1187.5,234.02,1339.09,3.0,24.0,8.0,32.0,40.0,27.0,-1105.07,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,6.0,4.0,8.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.1,0.9,0.11,0.89,4.0,0.0,0.0,0,1,28
692,2018-02-01,2,7.0,9,33,191.9,153.82,191.9,190.57,3.0,3.0,3.0,5.0,8.0,6.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.44,0.5,0.5,3.0,0.0,0.0,0,1,28
681,2018-02-01,2,2.0,3,33,549.06,5149.62,571.93,5594.33,12.0,103.0,13.0,128.0,141.0,115.0,-5022.4,0.0,0.0,0.0,0.0,0.0,0.0,26.0,13.0,16.0,9.0,28.0,25.0,20.0,20.0,11.0,11.0,9.0,9.0,31.0,28.0,0.1,0.9,0.1,0.9,4.0,0.0,0.0,0,1,28
704,2018-02-01,2,2.0,3,33,424.99,3410.99,446.8,3432.72,9.0,66.0,10.0,67.0,77.0,75.0,-2985.92,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,5.0,19.0,17.0,9.0,9.0,9.0,9.0,11.0,11.0,15.0,15.0,0.11,0.89,0.12,0.88,3.0,0.0,0.0,0,1,28
708,2018-02-01,2,31.0,32,33,0.0,0.0,0.0,32.27,0.0,0.0,0.0,2.0,2.0,0.0,-32.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28
690,2018-02-01,2,5.0,3,33,196.48,971.76,196.48,1043.23,5.0,16.0,5.0,20.0,25.0,21.0,-846.75,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,0.17,0.83,0.24,0.76,4.0,0.0,0.0,0,1,28
687,2018-02-01,2,2.0,3,33,446.34,4356.07,446.34,4635.04,10.0,82.0,10.0,99.0,109.0,92.0,-4188.7,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,14.0,14.0,19.0,15.0,17.0,17.0,13.0,13.0,7.0,7.0,17.0,8.0,0.09,0.91,0.11,0.89,4.0,0.0,0.0,0,1,28
709,2018-02-01,2,4.0,3,33,277.5,746.29,277.5,796.85,5.0,22.0,5.0,25.0,30.0,27.0,-519.35,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,2.0,2.0,3.0,2.0,6.0,6.0,2.0,2.0,2.0,2.0,5.0,4.0,0.27,0.73,0.19,0.81,4.0,0.0,0.0,0,1,28
686,2018-02-01,2,3.0,3,33,692.4,1833.33,738.18,2324.85,14.0,42.0,17.0,74.0,91.0,56.0,-1586.67,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,8.0,7.0,18.0,12.0,9.0,9.0,2.0,2.0,3.0,3.0,36.0,12.0,0.27,0.73,0.25,0.75,4.0,0.0,0.0,0,1,28
684,2018-02-01,2,9.0,3,33,109.97,1102.19,109.97,1139.24,2.0,20.0,2.0,22.0,24.0,22.0,-1029.27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,5.0,6.0,6.0,0.0,0.0,4.0,4.0,5.0,4.0,0.09,0.91,0.09,0.91,4.0,0.0,0.0,0,1,28
683,2018-02-01,2,12.0,3,33,2.17,637.39,38.3,717.58,1.0,15.0,3.0,19.0,22.0,16.0,-679.28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,5.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.06,0.94,3.0,0.0,0.0,0,1,28
691,2018-02-01,2,6.0,4,33,257.16,275.1,257.16,315.91,6.0,5.0,6.0,7.0,13.0,11.0,-58.75,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.52,0.55,0.45,2.0,0.0,0.0,0,1,28
802,2018-02-01,2,3.0,5,33,157.96,1521.84,157.96,1574.63,5.0,23.0,5.0,27.0,32.0,28.0,-1416.67,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,2.0,2.0,6.0,6.0,1.0,1.0,3.0,3.0,11.0,7.0,0.09,0.91,0.18,0.82,4.0,0.0,0.0,0,1,28
653,2018-02-01,2,15.0,17,33,197.17,1083.54,197.17,1189.56,5.0,25.0,5.0,32.0,37.0,30.0,-992.39,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,14.0,9.0,0.15,0.85,0.17,0.83,4.0,0.0,0.0,0,1,28
652,2018-02-01,2,16.0,8,33,150.84,287.12,150.84,302.03,2.0,5.0,2.0,6.0,8.0,7.0,-151.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.34,0.66,0.29,0.71,3.0,0.0,0.0,0,1,28
633,2018-02-01,2,9.0,3,33,427.12,3407.91,449.94,3407.91,9.0,55.0,10.0,55.0,65.0,64.0,-2957.97,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,9.0,23.0,22.0,13.0,13.0,8.0,8.0,1.0,1.0,8.0,8.0,0.11,0.89,0.14,0.86,3.0,0.0,0.0,0,1,28
741,2018-02-01,2,11.0,10,33,346.39,23.51,363.76,23.51,6.0,1.0,7.0,1.0,8.0,7.0,340.25,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.94,0.06,0.86,0.14,2.0,0.0,0.0,0,1,28
631,2018-02-01,2,3.0,4,33,168.85,1540.66,168.85,1665.97,4.0,28.0,4.0,34.0,38.0,32.0,-1497.12,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,9.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,7.0,7.0,0.1,0.9,0.12,0.88,4.0,0.0,0.0,0,1,28
629,2018-02-01,2,2.0,3,33,336.37,2871.37,357.33,2940.63,6.0,51.0,7.0,55.0,62.0,57.0,-2583.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,5.0,4.0,8.0,6.0,6.0,6.0,9.0,9.0,5.0,5.0,18.0,16.0,0.1,0.9,0.11,0.89,4.0,0.0,0.0,0,1,28
742,2018-02-01,2,13.0,3,33,169.32,413.53,191.16,579.08,5.0,14.0,6.0,24.0,30.0,19.0,-387.92,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,3.0,6.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,3.0,0.29,0.71,0.26,0.74,4.0,0.0,0.0,0,1,28
628,2018-02-01,2,2.0,3,33,170.66,4641.71,170.66,4682.7,3.0,87.0,3.0,89.0,92.0,90.0,-4512.04,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,8.0,7.0,18.0,17.0,10.0,10.0,8.0,8.0,10.0,10.0,24.0,24.0,0.04,0.96,0.03,0.97,4.0,0.0,0.0,0,1,28
627,2018-02-01,2,2.0,3,33,128.35,3447.86,128.35,3703.42,2.0,60.0,2.0,74.0,76.0,62.0,-3575.07,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,15.0,11.0,15.0,11.0,7.0,7.0,8.0,8.0,2.0,2.0,21.0,17.0,0.04,0.96,0.03,0.97,4.0,0.0,0.0,0,1,28
740,2018-02-01,2,5.0,3,33,202.33,972.25,202.33,986.61,5.0,17.0,5.0,18.0,23.0,22.0,-784.28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,0.0,0.0,5.0,5.0,3.0,2.0,0.17,0.83,0.23,0.77,3.0,0.0,0.0,0,1,28
746,2018-02-01,2,3.0,4,33,1106.88,2139.64,1122.38,2189.19,21.0,44.0,22.0,47.0,69.0,65.0,-1066.81,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,5.0,5.0,5.0,4.0,9.0,9.0,4.0,4.0,5.0,5.0,19.0,18.0,0.34,0.66,0.32,0.68,4.0,0.0,0.0,0,1,28
625,2018-02-01,2,5.0,5,33,246.14,1286.16,267.21,1391.51,5.0,24.0,6.0,31.0,37.0,29.0,-1124.3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,1.0,2.0,1.0,7.0,7.0,5.0,5.0,2.0,2.0,8.0,4.0,0.16,0.84,0.17,0.83,4.0,0.0,0.0,0,1,28
749,2018-02-01,2,8.0,4,33,303.23,447.0,321.62,474.46,6.0,10.0,7.0,12.0,19.0,16.0,-152.84,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,0.4,0.6,0.38,0.62,4.0,0.0,0.0,0,1,28
624,2018-02-01,2,3.0,3,33,85.07,2268.08,85.07,2538.43,1.0,57.0,1.0,74.0,75.0,58.0,-2453.36,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,12.0,7.0,10.0,9.0,7.0,7.0,3.0,3.0,2.0,2.0,22.0,13.0,0.04,0.96,0.02,0.98,4.0,0.0,0.0,0,1,28
622,2018-02-01,2,4.0,3,33,58.57,1022.63,58.57,1080.61,2.0,21.0,2.0,24.0,26.0,23.0,-1022.04,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,7.0,0.05,0.95,0.09,0.91,4.0,0.0,0.0,0,1,28
750,2018-02-01,2,4.0,5,33,785.69,443.99,799.05,503.05,13.0,11.0,14.0,15.0,29.0,24.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,7.0,4.0,0.64,0.36,0.54,0.46,4.0,0.0,0.0,0,1,28
620,2018-02-01,2,44.0,34,33,0.0,0.0,0.0,13.94,0.0,0.0,0.0,1.0,1.0,0.0,-13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28
619,2018-02-01,2,85.0,24,33,25.05,98.85,40.48,135.72,1.0,3.0,2.0,5.0,7.0,4.0,-95.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.8,0.25,0.75,2.0,0.0,0.0,0,1,28
